image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1953-06-01,Ebba Witt-Brattström,Swedish politician,university teacher,,Sweden,Ebba,2020-06-01
,1953-06-01,Liv Arnesen,Norwegian cross-country skier,explorer writer motivational speaker,,Norway,Liv,2020-06-01
,1953-10-23,Joseph Merhi,British film director and producer,film director film producer screenwriter,,Syria,Joseph,2020-06-01
,1953-06-01,Anatoli Aslamov,Russian footballer,association football player association football manager,,Russia,Anatoliy,2020-06-01
,1953-06-01,Park Jung-soo,South Korean actress,film actor actor,,South Korea,Jung-soo,2020-06-01
,1953-06-01,M. A. Maleque,Bangladeshi politician,politician,Member of the Jatiya Sangshad Member of the 10th Jatiya Sangsad,Bangladesh,,2020-06-01
,1953-06-01,Dave Pear,American football player,American football player,,United States of America,Dave,2020-06-01
,1953-06-01,Dennis K. Hays,American diplomat,diplomat,,,Dennis,2020-06-01
,1953-06-01,Haribhau Jawale,Indian politician,politician,Member of a Legislative Assembly of India Member of the 15th Lok Sabha,India,,2020-06-01
,1953-06-01,Puranam Srinivasa Sastry,journalist (*1953) ♂,journalist,,,,2020-06-01
,1953-06-01,Daniel Vila,Argentine businessman,employer businessperson professor,,Argentina,Daniel,2020-06-01
,1953-06-01,Kashi Singh Airy,Indian politician,politician,Member of the Uttarakhand Legislative Assembly,India,,2020-06-01
,1953-06-01,Kathleen Hirsch,American writer,novelist,,United States of America,Kathleen,2020-06-01
,1953-06-01,Konrad Ryushin Marchaj,Buddhist monk,,,,Konrad,2020-06-01
,1953-06-01,Caspar Memering,German footballer,association football player,,Germany,Caspar,2020-06-01
,1953-06-01,Naranbhai Rathwa,Indian politician,politician,member of the Lok Sabha Member of Rajya Sabha,India,,2020-06-01
,1953-06-01,Rick Baldwin,American baseball player,baseball player,,United States of America,Rick,2020-06-01
,1953-06-01,Robert Kirby,Journalist and writer,police officer,,,Robert,2020-06-01
,1953-06-01,Ronnie Dunn,American musician,singer-songwriter singer,,United States of America,Ronnie,2020-06-01
,1953-06-01 1953,Ted Field,"American racing driver, media mogul, entrepreneur and film producer.",film producer entrepreneur racing automobile driver,,United States of America,Ted,2020-06-01
,1952-06-01,Michel Kaham,Cameroonian footballer,association football player association football manager,,Cameroon,Michel,2020-06-01
,1952-06-01,"Donald S. Lopez, Jr.",American Buddhist teacher,writer university teacher,,United States of America,Donald,2020-06-01
,1952-06-01,Carlos Alberto dos Santos Cruz,Brazilian general and politician,civil engineer politician,,Brazil,Carlos Alberto,2020-06-01
,1950-06-04 1952-06-01,Misty Rowe,American actress,actor television actor,,United States of America,Misty,2020-06-01
,1952-06-01,Dennis Van Zant,Professional basketball player,basketball player,,United States of America,Dennis,2020-06-01
,1952-06-01,Dipsinh Shankarsinh Rathod,Indian politician,politician,Member of the 16th Lok Sabha Member of the 17th Lok Sabha,India,,2020-06-01
,1952-06-01,Jozef Simons,Belgian bicycle racer,sport cyclist,,Belgium,Jozef,2020-06-01
,1952-06-01,Michael Hawking,Australian rules footballer,Australian rules football player,,,Michael,2020-06-01
,1952-06-01,Sylvia Schenk,German judge and athletics competitor,judge athletics competitor,,Germany,Sylvia,2020-06-01
,1952-06-01,Buddhadeb Mitra,cricketer,cricketer,,India,,2020-06-01
,1952-06-01,John Ellis,"guitarist and songwriter, born 1952",composer guitarist songwriter,,United Kingdom,John,2020-06-01
,1952-06-01,Mihaela Loghin,athletics competitor,athletics competitor,,Romania,Mihaela,2020-06-01
,1952-05-15 1952-06-01,Mark Anderson,Australian swimmer,swimmer,,Australia,Mark,2020-06-01
,1952-06-01,Anatole Kaletsky,British journalist,journalist economist,,United Kingdom,Anatole,2020-06-01
,1952-06-01,Ali Müfit Gürtuna,Turkish mayor,politician lawyer,,Turkey,Ali,2020-06-01
,1952-06-01,Daming Sunusi,Indonesian judge,judge,judge,Indonesia,,2020-06-01
,1952-06-01,Oleksandr Riabokrys,director of the documentary film department of the National Television Company of Ukraine,documentary filmmaker,,Ukraine,Oleksandr,2020-06-01
,1952-06-01,Massimo Cialente,Italian politician,politician,member of the Chamber of Deputies of the Italian Republic mayor,Italy,Massimo,2020-06-01
,1952-06-01,Şenol Güneş,Turkish footballer and trainer,association football player association football manager,,Turkey,Şenol,2020-06-01
,1952-06-01,Ferron,Canadian musician,singer songwriter poet writer,,Canada,,2020-06-01
,1952-06-01,Helene Billgren,Swedish artist,artist,,Sweden,Helene,2020-06-01
,1952-06-01,Sylvia Flückiger-Bäni,Swiss politician,politician,Member of the Swiss National Council,Switzerland,Sylvia,2020-06-01
,1952-06-01,Talukder Abdul Khaleque,Bangladeshi politician,politician,Khulna City Corporation,Bangladesh,,2020-06-01
,1952-06-01,Graeme Austin,Australian rules footballer,Australian rules football player,,,Graeme,2020-06-01
,1952-06-01,Jayant Kumar Banthia,Indian person (*1952) ♂,,,India,,2020-06-01
,1952-06-01,John Townsend,Canadian clinical psychologist and author,radio personality psychologist author,,United States of America,John,2020-06-01
,1952-06-01,K. Sankara Warrier,Indian drummer,drummer,,India,K.,2020-06-01
,1951-06-01,Thomas Grossmann,German psychologist,psychologist psychotherapist writer,,Germany,Thomas,2020-06-01
,1951-06-01,Bahwandi Hiralal,football player,association football player,,Malaysia,,2020-06-01
,1951-06-01,Suresh Khopade,"retired Indian Police Service officer, Indian politician",politician civil servant,,India,Suresh,2020-06-01
,1951-06-01,Dharamvir Gandhi,Indian politician,politician,Member of the 16th Lok Sabha,India,,2020-06-01
,1951-06-01,Yousif Habash,Iraqi bishop,Catholic priest,Catholic bishop diocesan bishop,Iraq,,2020-06-01
,1951-06-01,Richard Hellsen,Swedish speedway rider,motorcycle racer,,Sweden,Richard,2020-06-01
,1951-06-01,David E. Osborne,American writer,writer,,United States of America,David,2020-06-01
,1951-06-01,PEACH,US-American songwriter (*1951) ♀,songwriter,,United States of America,,2020-06-01
,1951-06-01,Olivier Dassault,French politician,politician journalist businessperson,member of the French National Assembly,France,Olivier,2020-06-01
,1951-06-01,"Lola Young, Baroness Young of Hornsey",British academic,actor politician university teacher,Member of the House of Lords,United Kingdom,Lola,2020-06-01
,1951-06-01,Henry Boucha,American ice hockey player,ice hockey player,,United States of America,Henry,2020-06-01
,1951-06-01,Dodi Battaglia,Italian singer and composer,singer composer songwriter,,Italy,Dodi,2020-06-01
,1951-06-01,Adam Garfinkle,American journalist,political scientist journalist,,United States of America,Adam,2020-06-01
,1951-06-01,Anne Bailey,British ten-pin bowler,bowler,,People's Republic of China,Anne,2020-06-01
,1951-06-01,Dennis R. Patrick,American politician,politician,,United States of America,Dennis,2020-06-01
,1951-06-01,František Janák,Czech glass artist,painter glass artist,,Czech Republic,František,2020-06-01
,1951-06-01,Gujar Kurashvili,Georgian general,military leader,,,,2020-06-01
,1951-06-01,Lall Sawh,Trinidad and Tobago scientist,surgeon,,,,2020-06-01
,1951-06-01,Mary Melfi,Canadian writer,novelist poet writer,,Canada,Mary,2020-06-01
,1951-06-01,P. C. Gaddigoudar,Indian politician,politician,Member of the 16th Lok Sabha Member of the 14th Lok Sabha Member of the 15th Lok Sabha Member of the 17th Lok Sabha,India,P.,2020-06-01
,1951-06-01,Pierangelo Congiu,Italian canoeist,canoeist,,Italy,Pierangelo,2020-06-01
,1951-06-01,Shri Narayan Singh Amlabe,Indian politician,politician,Member of the 15th Lok Sabha,India,,2020-06-01
,1951-06-01,Giuseppe Bruscolotti,Italian footballer,association football player,,Italy,Giuseppe,2020-06-01
,1950-06-01,Ghanim Al-Jumaily,Iraqi Diplomat,diplomat scientist,,Iraq,,2020-06-01
,1950-06-01,Eddie Ndukwu,Nigerian boxer,boxer,,Nigeria,Eddie,2020-06-01
,1950-06-01,John Viola,American politician,politician,,United States of America,John,2020-06-01
,1950-06-01,John M. Jackson,American actor,television actor film actor actor American football player,,United States of America,John,2020-06-01
,1950-06-01,Juvencio Osorio,association football player,association football player,,Paraguay,Juvencio,2020-06-01
,1950-06-01,Vishnu Savara,Indian politician,politician,Member of Maharashtra Legislative Assembly,India,,2020-06-01
,1950-06-01,Maryam Sedarati,Iranian athletics competitor,athletics competitor,,Iran,Maryam,2020-06-01
,1950-06-01,Narayanaswamy Balakrishnan,Indian aerospace and computer scientist,engineer,,India,,2020-06-01
,1950-06-01,Rashid Meer,Gujarati poet from India,poet critic,,India,,2020-06-01
,1950-06-01,Qamrul Islam,Bangladeshi politician,politician,Member of the 10th Jatiya Sangsad,Bangladesh,,2020-06-01
,1950-06-01,João de Vallera,Portuguese diplomat,diplomat politician,ambassador of Portugal to the United Kingdom,Portugal,João,2020-06-01
,1950-06-01,Raymond Riles,American convicted murderer on death row,,,,Raymond,2020-06-01
,1950-06-01,Ramesh Yadav,politician (*1950) ♂,politician,,,,2020-06-01
,1950-06-01,Roger Van Gool,Belgian footballer,association football player,,Belgium,Roger,2020-06-01
,1950-06-01,Kantilal Bhuria,Indian politician,politician,Minister of Tribal Affairs Member of the 15th Lok Sabha Member of the 16th Lok Sabha Member of the 13th Lok Sabha,India,,2020-06-01
,1950-06-01,Furio Radin,Croatian politician,politician,representative in the Croatian Parliament,Croatia,Furio,2020-06-01
,1950-06-01,Annemarie Jorritsma,Dutch politician,politician,"Mayor of Almere Minister of Transport, Public Works and Water Management member of the House of Representatives of the Netherlands finance minister member of the Senate of the Netherlands Minister of Economic Affairs and Climate Policy Representative of the Parliamentary Assembly of the Council of Europe",Kingdom of the Netherlands,Annemarie,2020-06-01
,1950-06-01,Jean Lambert,British politician,politician human rights activist,member of the European Parliament,United Kingdom,Jean,2020-06-01
,1950-06-01,Ashok Kumar,Indian field hockey player born 1950,field hockey player,,India,Ashok,2020-06-01
,1950-06-01,Gemma Craven,actress and singer,singer actor musician,,Ireland,Gemma,2020-06-01
,1950-06-01,Constantin Grigorie,Romanian diplomat,diplomat,,Romania,Constantin,2020-06-01
,1950-06-01,Pamela Wolfe,New Zealand artist,artist,,,Pamela,2020-06-01
,1950-06-01,David Norbrook,British historian,literary historian,,United States of America,David,2020-06-01
,1950-06-01,Dennis Rofe,English footballer and manager,association football player,,United Kingdom,Dennis,2020-06-01
,1950-06-01,Gordon McPhate,Dean of Chester,,Dean of Chester,,Gordon,2020-06-01
,1950-06-01,James Chan Khay Syn,Malaysian politician,politician,,Malaysia,James,2020-06-01
,1950-06-01,Junior Williams,Jamaican former first-class cricketer born 1950,cricketer,,,,2020-06-01
,1950-06-01,Johann Rupert,South African businessman,entrepreneur businessperson,,Switzerland South Africa,Johann,2020-06-01
,1950-06-01,Kalidhindi B. R. Varma,Indian materials scientist,scientist,,,,2020-06-01
,1950-06-01,Mira Schor,American artist,painter journalist,,United States of America,Mira,2020-06-01
,1950-06-01,Perrin Beatty,Canadian politician,politician diplomat,member of the House of Commons of Canada,Canada,Perrin,2020-06-01
,1950-06-01,Piers Akerman,Australian journalist and editor,columnist,,Australia,Piers,2020-06-01
,1950-06-01,Tom Robinson,British musician,singer disc jockey radio personality singer-songwriter guitarist,,United Kingdom,Tom,2020-06-01
,1950-06-01,Wayne Nelson,American musician,musician,,United States of America,Wayne,2020-06-01
,1950-06-01,Charlene,American singer,singer,,United States of America,Charlene,2020-06-01
,1950-06-01,Anna Karbowiak,Polish rower,rower,,Poland,Anna,2020-06-01
,1950-06-01,Tim Bishop,American politician,politician Long Island University,United States representative,United States of America,Tim,2020-06-01
,1949-06-01,T. M. Abraham,"Theatre director, playwright",actor,,India,T.,2020-06-01
,1949-06-01,Peter Petzold,German weightlifter,weightlifter,,Germany German Democratic Republic,Peter,2020-06-01
,1949-06-01,Will Aitken,American-Canadian writer,journalist novelist film critic,,Canada United States of America,Will,2020-06-01
,1949-06-01,Sulabha K. Kulkarni,Indian physicist,physicist,,India,,2020-06-01
,1949-06-01,Jorge Meyer Long,Uruguayan diplomat,diplomat politician,,Uruguay,Jorge,2020-06-01
,1949-06-01,Michael Joseph Hoeppner,Catholic bishop,Catholic priest,Catholic bishop diocesan bishop,United States of America,Michael,2020-06-01
,1949-06-01,José Antonio Almazán González,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,José Antonio,2020-06-01
,1949-06-01,Michel Burgener,Swiss tennis player,tennis player,,Switzerland,Michel,2020-06-01
,1949-06-01,Mike Levine,"Canadian rock musician, record producer",rock musician record producer songwriter,,Canada,Michael Stephen,2020-06-01
,1949-06-01,Irena Degutienė,Lithuanian politician,politician,Speaker of the Seimas Prime Minister of Lithuania Member of the Seimas,Lithuania,Irena,2020-06-01
,1949-06-01,David Sulkin,British actor and theatre director,actor theater director,,,David,2020-06-01
,1949-06-01,Harald Kleinschmidt,writer and historian (*1949) ♂,writer historian,,,Harald,2020-06-01
,1949-06-01,Déwé Gorodey,"new Caledonian teacher, writer, feminist and politician",feminist,,France,,2020-06-01
,1949-06-01,Habib Essid,Tunisian politician,politician economist,Prime Minister of Tunisia,Tunisia,Habib,2020-06-01
,1949-06-01,Ole Stavad,Danish politician,politician,President of the Nordic Council member of the Folketing,Denmark,Ole,2020-06-01
,1949-06-01,Sonia de la Paz,Cuban basketball player,basketball player,,Cuba,Sonia,2020-06-01
,1949-06-01,Ivan Balan,Ukrainian footballer and manager,association football player association football manager,,Soviet Union Ukraine,Ivan,2020-06-01
,1949-06-01,David Valdez,"American photographer, the Chief Official White House Photographer from 1989 to 1993, during the presidency of George H. W. Bush",photographer military personnel,,,David,2020-06-01
,1949-06-01,Salim Kara,Canadian businessperson (*1949) ♂,businessperson,,Canada,Salim G.,2020-06-01
,1949-06-01,Craig Clemons,Player of American football,American football player,,United States of America,Craig,2020-06-01
,1949-06-01,Dennis Dieks,Dutch physicist,physicist philosopher chess player researcher university teacher,,Kingdom of the Netherlands,Dennis,2020-06-01
,1949-06-01,Gheorghe Amihalachioaie,Moldovan politician,politician,member of the Parliament of Moldova,Moldova,Gheorghe,2020-06-01
,1949-06-01,Arturo Figueroa,Mexican rower,rower,,Mexico,,2020-06-01
,1949-06-01,Luis Walton,Mexican politician,politician lawyer,member of the Senate of Mexico,Mexico,Luis,2020-06-01
,1949-06-01,Małgorzata Dzieduszycka-Ziemilska,"Polish publicist, theater critic and the Consul General in Montreal from 1992 to 1996",theatre critic,,Poland,Małgorzata,2020-06-01
,1949-06-01,Kay Coles James,American public official,politician,,United States of America,Kay Coles,2020-06-01
,1949-06-01,Larry Maguire,Canadian politician,politician,member of the House of Commons of Canada,Canada,Larry,2020-06-01
,1949-06-01,Laxman Mane,Indian writer,author politician writer autobiographer,Member of the Maharashtra Legislature,India,,2020-06-01
,1949-06-01,Ola D. Gløtvold,Norwegian politician,politician,member of the Parliament of Norway Mayor of Engerdal Vararepresentant,Norway,Ola,2020-06-01
,1949-06-01,Robert H. Briggs,California lawyer and historian,historian,,United States of America,Robert,2020-06-01
,1949-06-01,William A. Bell,"Mayor of Birmingham, Alabama",politician,mayor,United States of America,William,2020-06-01
,1949-06-01,Adrienne Bennett,British sports shooter,athlete,,United Kingdom,,2020-06-01
,1949-06-01,Colin McIntosh,Person (*1949) ♂,,,,,2020-06-01
,1948-06-01,Dominic Lumon,"Indian Catholic priest, Catholic bishop and Catholic archbishop (*1948) ♂",Catholic priest,Catholic bishop Catholic archbishop,India,Dominic,2020-06-01
,1948-06-01,Udomsilp Sornbutnark,Thai association football player,association football player,,Thailand,,2020-06-01
,1948-06-01,Joe Andrew,British university professor,,,United Kingdom,Joe,2020-06-01
,1948-06-01,Sofia Beketova,Soviet rower,rower,,Russia,Sofia,2020-06-01
,1948-06-01,James R. Chelikowsky,American Professor,chemical engineer biochemist physicist,,United States of America,James,2020-06-01
,1948-06-01,Anwara Begum,actor,actor,,Bangladesh Pakistan,,2020-06-01
,1948-06-01,Rick Sharp,American-football player (1948-),American football player,,,Rick,2020-06-01
,1948-06-01,Tom Sneva,American racecar driver,racing automobile driver,,United States of America,Tom,2020-06-01
,1948-06-01,Prasanna Patanayak,"politician from Odisha, India",politician,Member of the Odisha Legislative Assembly Member of the Tenth Odisha Legislative Assembly Member of the Ninth Odisha Legislative Assembly Member of the Seventh Odisha Legislative Assembly,India,,2020-06-01
,1948-06-01,Abdelfattah Mourou,Tunisian lawyer and politician,politician lawyer,Member of the Assembly of the Representatives of the People,Tunisia,Abdel Fattah,2020-06-01
,1948-06-01,Eti Livni,Israeli politician,politician lawyer advocate,Knesset member,Israel,,2020-06-01
,1948-06-01,Yeh Hsien-hsiu,Taiwanese singer and politician,singer politician actor,Member of the Legislative Yuan,Taiwan,,2020-06-01
,1948-06-01,Adolphus Wabara,Nigerian politician,politician,member of the Senate of Nigeria,Nigeria,Adolphus,2020-06-01
,1948-06-01,Albert Mazibuko,South African musician,singer,,South Africa,Albert,2020-06-01
,1948-06-01,Bonnie Sloan,American football player,American football player,,United States of America,Bonnie,2020-06-01
,1948-06-01,Chris Madden,American designer,designer,,United States of America,Chris,2020-06-01
,1948-06-01,Marianna Némethová-Krajčírová,Olympic gymnast,artistic gymnast,,Czechoslovakia,Marianna,2020-06-01
,1948-06-01,Jiřina Kadlecová,Olympic medalist,field hockey player,,Czech Republic Czechoslovakia,Jiřina,2020-06-01
,1948-06-01,Tomáš Halík,"Czech philosopher, psychologist, religionist, sociologist, theologist and roman catholic priest",pedagogue writer university teacher Catholic priest sociologist philosopher,,Czech Republic,Tomáš,2020-06-01
,1948-06-01,Michael McGimpsey,Northern Irish politician,politician,"Minister for Health, Social Services and Public Safety Member of the 4th Northern Ireland Assembly Member of the 3rd Northern Ireland Assembly Member of the 2nd Northern Ireland Assembly Member of the 1st Northern Ireland Assembly",United Kingdom,Michael,2020-06-01
,1948-06-01,Olle Olsson,Swedish handball player,handball player,,Sweden,Olle,2020-06-01
,1948-06-01,Rick Harris,American professional wrestler,professional wrestler,,United States of America,Rick,2020-06-01
,1948-06-01,Katja Ebbinghaus,West German tennis player,tennis player,,West Germany Germany,Katja,2020-06-01
,1948-06-01,Wayne Caldwell,American writer,novelist,,United States of America,Wayne,2020-06-01
,1948-06-01,Cezary Paszkowski,painter and printmaker (*1948) ♂,painter printmaker,,,Cezary,2020-06-01
,1948-06-01,Panfilo Lacson,Philippine Police Chief and Senator,politician military personnel,Member of the Senate of the Philippines,Philippines,Panfilo,2020-06-01
,1947-06-01,Berit Brandth,Norwegian sociologist and professor,professor sociologist,,Norway,Berit,2020-06-01
,1947-06-01,Gunnar Kjønnøy,Norwegian civil servant (*1947) ♂,civil servant,,Norway,Gunnar,2020-06-01
,1947-06-01,Jan Petter Rasmussen,Norwegian politician,politician,member of the Parliament of Norway Mayor of Eigersund Vararepresentant State Secretary,Norway,Jan,2020-06-01
,1947-06-01,Joseph Belmont,Seychellois politician,politician,Vice President of Seychelles,Seychelles,Joseph,2020-06-01
,1947-06-01,Mihai Suba,Romanian chess player,chess player non-fiction writer,,Romania,Mihai,2020-06-01
,1947-06-01,Stuart Macdougall,Australian rugby union player,rugby union player,,Australia,Stuart,2020-06-01
,1947-06-01,Ron Dennis,British businessman,entrepreneur,,United Kingdom,Ronald,2020-06-01
,1947-06-01,Mevlüt Bora,cyclist,sport cyclist,,Turkey,,2020-06-01
,1947-06-01,Treva McGregor,Australian rules footballer,Australian rules football player,,,Treva,2020-06-01
,1947-06-01,Ronnie Wood,"British rock musician, member of The Rolling Stones",guitarist radio personality painter composer vocalist music producer record producer songwriter singer philatelist,,United Kingdom,Ronald,2020-06-01
,1947-06-01,Glory Van Scott,"American educator, actor and dancer",actor stage actor ballet dancer,,,,2020-06-01
,1947-06-01,Wilhelm Kempf,Austrian psychologist,psychologist university teacher,,Austria,Wilhelm,2020-06-01
,1947-06-01,Alex Goldfarb,Israeli politician,politician businessperson,Knesset member,Israel,Alex,2020-06-01
,1947-06-01,Gerry Perry,American tennis player,tennis player,,United States of America,Gerry,2020-06-01
,1947-06-01,Jonathan Pryce,Welsh actor,television actor film actor stage actor improviser,,Wales,Jonathan,2020-06-01
,1947-06-01,Jan Harvey,British actress,actor,,United Kingdom,Jan,2020-06-01
,1947-06-01,Patrick Grainville,French writer,writer literary critic,seat 9 of the Académie française,France,Patrick,2020-06-01
,1947-06-01,Stephen G. Wheatcroft,Australian historian,historian,,United Kingdom,Stephen,2020-06-01
,1947-06-01,Anandrao Vithoba Adsul,15th Lok Sabha member,politician,Member of the 15th Lok Sabha Member of the 16th Lok Sabha Member of the 13th Lok Sabha,India British Raj,,2020-06-01
,1947-06-01,Ashok Row Kavi,Indian journalist and LGBT rights activist,author journalist,,India British Raj,Ashok,2020-06-01
,1947-06-01,Bill Thomas,American politician from Alaska,politician,member of the Alaska House of Representatives,United States of America,Bill,2020-06-01
,1947-06-01,Eva Eriksson,"Swedish teacher, politician and civil servant",politician preschool teacher,member of the Swedish Riksdag governor of Värmland County,Sweden,Eva,2020-06-01
,1947-06-01,Catheleen Jordan,American academic,social worker,,United States of America,,2020-06-01
,1947-06-01,Chris Moore,British artist,illustrator visual artist painter,,United Kingdom,Chris Christopher,2020-06-01
,1947-06-01,Danny McAlinden,Irish boxer,boxer,,United Kingdom,Danny,2020-06-01
,1947-06-01,Doug Momary,"American actor, writer and producer",actor writer television actor screenwriter,,United States of America,Doug,2020-06-01
,1947-06-01,Gary LeBeau,American politician,politician,member of the Connecticut House of Representatives member of the State Senate of Connecticut,United States of America,Gary,2020-06-01
,1947-06-01,Gaylene Preston,New Zealand filmmaker,film director film producer,,New Zealand,Gaylene Mary,2020-06-01
,1947-06-01,Iain Angus,Canadian politician,politician,member of the House of Commons of Canada member of the Ontario Provincial Parliament,Canada,Iain,2020-06-01
,1947-06-01,Muriel Johnstone,Scottish pianist,,,,,2020-06-01
,1947-06-01,Junius Podrug,American writer,novelist,,United States of America,Junius,2020-06-01
,1947-06-01,Martha Barnett,American lawyer,lawyer,,United States of America,Martha,2020-06-01
,1947-06-01,Sara Keays,Mistress of British politician,politician,,,Sara,2020-06-01
,1947-06-01,Péter Benkö,Hungarian actor,actor television actor,,Hungary,Péter,2020-06-01
,1947-06-01,Yarlagadda Nayudamma,Indian surgeon,surgeon,,India British Raj,,2020-06-01
,1947-06-01,Don Tapscott,Canadian businessman,manager economist teacher author writer businessperson,,Canada,Don,2020-06-01
,1947-06-01,Konstantin Wecker,German singer-songwriter,actor composer singer-songwriter pianist film score composer,,Germany,Konstantin Alexander,2020-06-01
,1946-06-01,Hasan Gerçeker,Turkish judge,judge,,Turkey,Hasan,2020-06-01
,1946-06-01,Beverly Guy-Sheftall,American academic,editor,,United States of America,Beverly,2020-06-01
,1946-06-01,Sue Prideaux,British writer,novelist biographer writer,,United Kingdom,Sue,2020-06-01
,1946-06-01,Mustafa Birden,Turkish judge,judge lawyer,,Turkey,Mustafa,2020-06-01
,1946-06-01,Ahmed Oun,Person (*1946) ♂,,,,Ahmed,2020-06-01
,1946-06-01,Miroslav Kříženecký,lawyer,lawyer public procurator,,Czechoslovakia Czech Republic,Miroslav,2020-06-01
,1946-06-01,Ric Brown,former American economist,,,,,2020-06-01
,1946-06-01,Alan M. Wald,writer and literary critic (*1946) ♂,writer literary critic,,,Alan,2020-06-01
,1946-06-01,Emili Prats Grau,Andorran politician,politician,Member of the General Council  of Andorra,Andorra,Emili,2020-06-01
,1946-06-01,Akira Yabe,professional golfer,golfer,,,,2020-06-01
,1946-06-01,Alan Garofall,cricketer,cricketer,,United Kingdom,Alan,2020-06-01
,1946-06-01,Antoni Sosnowski,Polish noble and politician,politician mechanical engineer,Member of the Sejm of the Republic of Poland,Poland,Antoni,2020-06-01
,1946 1946-06-01,Milena Chlumová,Czech cross-country skier,cross-country skier,,Czech Republic,Milena,2020-06-01
,1946-06-01,Jeff Noddle,American businessman,chief executive officer,,,Jeff,2020-06-01
,1946-06-01,Jody Stecher,American musician,singer,,United States of America,Jody,2020-06-01
,1946-06-01,Raja Muhammad Fayyaz Ahmad,Pakistani judge,judge,,Pakistan British Raj,,2020-06-01
,1946-06-01,Slave Dimitrov,Macedonian singer,singer,,North Macedonia,,2020-06-01
,1946-06-01,Clifford Barry,Water polo player (*1946) ♂,water polo player,,,,2020-06-01
,1946-06-01,Brian Cox,Scottish actor,actor film actor stage actor television actor,,Scotland,Brian,2020-06-01
,1945-06-01,Orietta Berti,Italian actor and singer,singer television presenter actor,,Italy,Orietta,2020-06-01
,1945-06-01,Niamh Bhreathnach,Irish remedial teacher and politician,remedial teacher politician,Minister for Education and Skills Teachta Dála senator of Ireland,Ireland,Niamh,2020-06-01
,1945-06-01,Harpal Singh Panwar,Indian politician,politician,member of the Lok Sabha,India British Raj,,2020-06-01
,1945-06-01,Kerry Vincent,Australian cake designer,freelancer writer,,,Kerry,2020-06-01
,1945-06-01,Gary Garnett,Canadian naval officer,naval officer,Commander of the Royal Canadian Navy Vice Chief of the Defence Staff,Canada,Gary,2020-06-01
,1945-06-01,Jim McCarty,guitarist,musician guitarist,,United States of America,Jim,2020-06-01
,1945-06-01,Esko Hamilo,"Finnish under-secretary, diplomat",diplomat,,Finland,Esko,2020-06-01
,1945-06-01 1945-07-01,Michael Sowa,German artist,painter illustrator,,Germany,Michael,2020-06-01
,1945-06-01,Masahito Anzai,archaeologist (*1945) ♂,archaeologist,,,,2020-06-01
,1945-06-01,Nora Owen,Irish politician,chemist politician,Minister for Justice and Equality Teachta Dála,Ireland,Nora,2020-06-01
,1945-06-01,So Savoeun,Cambodian singer,singer,,Cambodia,,2020-06-01
,1945-06-01,Ciska Peters,Dutch singer,singer,,Kingdom of the Netherlands,Ciska,2020-06-01
,1945-06-01,Steve Svitak,Canadian football player (*1945) ♂,Canadian football player,,,Steve,2020-06-01
,1945-06-01,Shimon Ohayon,Israeli politician,politician pedagogue educator,Knesset member Substitute of the Parliamentary Assembly of the Council of Europe,Israel,Shimon,2020-06-01
,1945-06-01,Frederica von Stade,"American singer, rcording artist",musician singer opera singer recording artist,,United States of America,Frederica,2020-06-01
,1945-06-01,Claire Nadeau,French actress,actor,,France,Claire,2020-06-01
,1945-06-01,François Asensi,French politician,politician permanent politician,member of the French National Assembly Mayor of Tremblay-en-France Q66501396 Q65530969,France,François,2020-06-01
,1945-06-01,Yadh Ben Achour,Tunisian jurist,jurist academic politician writer,,Tunisia,,2020-06-01
,1945-06-01,Margo J. Anderson,historian and statistician (*1945) ♀; Fellow of the American Statistical Association,historian statistician,,,Margo,2020-06-01
,1945-06-01,Linda Scott,American singer and actress,singer musician,,United States of America,Linda,2020-06-01
,1945-06-01,Barry S. Wynn,South Carolina politician,businessperson,,United States of America,Barry,2020-06-01
,1945-06-01,Brian D'Arcy,"Northern Irish priest, writer and broadcaster",Catholic priest,,United Kingdom,Brian,2020-06-01
,1945-06-01,Dave Berry,Footballer,association football player,,United Kingdom,Dave,2020-06-01
,1945-06-01,Stanley Fung,Hong Kong actor and film director,film director television actor,,Taiwan Hong Kong,Stanley,2020-06-01
,1945-06-01,Geoffrey Nunberg,American linguist,linguist,,United States of America,Geoffrey,2020-06-01
,1945-06-01,Bob Archuleta,"politician , member of the State Senate of California (*1945) ♂",politician,member of the State Senate of California,,Bob,2020-06-01
,1945-06-01,Hugh Pearman,English cricketer,cricketer,,United Kingdom,Hugh,2020-06-01
,1945-06-01,Jarlath McDonagh,"Fiine Gael politician from County Galway, Ireland",politician,senator of Ireland,Ireland,Jarlath,2020-06-01
,1945-06-01,Luis Martell,Mexican volleyball player,volleyball player,,,Luis,2020-06-01
,1945-06-01,Peter Stilbs,physical chemist,chemist,,,Peter,2020-06-01
,1945-06-01,John Shirreffs,American Thoroughbred racehorse trainer,horse trainer,,United States of America,John,2020-06-01
,1945-06-01,George Nodland,"Person, member of the State Senate of North Dakota (*1945) ♂",,member of the State Senate of North Dakota,,George,2020-06-01
,1945-06-01,Jim Fetherston,American football player (*1945) ♂,American football player,,,Jim,2020-06-01
,1945-06-01,Marino Basso,Road bicycle racer,sport cyclist,,Italy,Marino,2020-06-01
