image,Born,Person,description,occupation,position held,country of citizenship,given name
,1954-05-07,Amy Heckerling,American television writer,actor film director film producer screenwriter writer,,United States of America,Amy
,1954-05-07,Aleksandr Kishinevsky,Russian footballer,association football player association football manager,,Russia,Aleksandr
,1954-05-07,Elisabeth Rynell,Swedish writer,writer screenwriter poet,,Sweden,Elisabeth
,1954-05-07,Bernhard Purkrabek,athlete (*1954) ♂,athlete,,,Bernhard
,1954-05-07,Diana Raab,"American writer, memoirist, essayist, poet and teacher",writer,,United States of America,Diana
,1954-05-07,Ian Britza,Australian politician,politician,Member of the Western Australian Legislative Assembly,Australia,Ian
,1954-05-07,Jane Swinnerton,British field hockey player,field hockey player,,,Jane
,1954-05-07,Joanna Haigh,British physicist,physicist meteorologist,,,Joanna Dorothy
,1954-05-07,Phil Gillies,Canadian politician,politician,member of the Ontario Provincial Parliament,Canada,Phil
,1954-05-07,Andrey Malikov,Speed skater for the Soviet Union,speed skater,,Soviet Union,
,1954-05-07,Jean-Louis Haillet,French tennis player,tennis player,,France,Jean-Louis
,1954-05-07,Tom Hedderson,Canadian politician,politician,,Canada,Tom
,1953-05-07,Tom Machowski,American ice hockey defenceman,ice hockey player,,United States of America,Tom
,1953-05-07,Kalyan Jyoti Sengupta,Indian judge,judge,Chief Justice of Calcutta High Court,India,
,1953-05-07,John Leadbitter,English footballer,association football player,,United Kingdom,John
,1953-05-07,Steven Hartov,"US-American writer , spy, and screenwriter (*1953) ♂",writer spy screenwriter,,United States of America,Steven
,1953-05-07,Darol Anger,American musician,fiddler jazz musician,,United States of America,
,1953-05-07,Theresa Marteau,British health psychologist,psychologist,,,Theresa
,1953-05-07,Jean-Jacques Bridey,French politician,politician,member of the French National Assembly Mayor of Fresnes,France,Jean-Jacques
,1953-05-07,Terry Richardson,Canadian ice hockey player,ice hockey player,,Canada,Terry
,1953-05-07,Frank Michael,Belgian singer of Italian origin,singer,,Belgium,Frank
,1953-05-07,Roberta Gregory,Comic writer,screenwriter comics artist,,United States of America,Roberta
,1953-05-07,Alla Ablaberdyeva,Russian musician,singer,,Russia,Alla
,1953-05-07,Barbara Stafford,American politician,politician,member of the Virginia House of Delegates,United States of America,Barbara
,1953-05-07,Deborah Wiles,American children's writer,writer novelist children's writer,,United States of America,Deborah
,1953-05-07,Alain Brichant,Belgian tennis player,tennis player,,Belgium,Alain
,1953-05-07,J. Ross Baughman,American photojournalist,photographer photojournalist journalist,,United States of America,J.
,1953-05-07,Joyce Cuoco,American ballet dancer,ballet dancer,,United States of America,Joyce
,1953-05-07,Pat McInally,American football player,American football player,,United States of America,Pat
,1953-05-07,Tuvia Friling,Israeli historian,historian archivist,,Israel,
,1953-05-07,Vladas Vitkauskas,Lithuanian mountain climber,photographer,,Lithuania,Vladas
,1952-05-07,Jacqueline Barton,American chemist,chemist university teacher professor businessperson,,United States of America,Jacqueline
,1952-05-07,Monika Schäfer-Korting,German pharmacologist,toxicologist pharmacologist university teacher,,Germany,Monika
,1952-05-07,Gérard Laumon,French mathematician,mathematician,Director of Research at CNRS,France,Gérard
,1952-05-07,Chris Meloff,Canadian ice hockey player,ice hockey player,,Canada,Chris
,1952-05-07,Julian Samuel,Canadian filmmaker,novelist,,Canada,Julian
,1952-05-07,Bruce Chandler,American politician,politician,member of the Washington House of Representatives,United States of America,Bruce
,1952-05-07,María Cabrera Muñoz,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,María
,1952-05-07,Enrique Vidallé,Argentine footballer,association football player,,Argentina,Enrique
,1952-05-07,Gérard Menuel,French politician,politician,member of the French National Assembly Q65531302 Q66501467,France,Gérard
,1952-05-07,Marcus McLaurine,Jazz bassist (*1952) ♂,jazz bassist,,,
,1952-05-07,Julie Gomis,Senegalese athletics competitor,athletics competitor,,Senegal,Julie
,1952-05-07,Blaine Luetkemeyer,American politician,politician business executive banker cattle rancher,United States representative Member of the Missouri House of Representatives member director,United States of America,Blaine
,1952-05-07,Stanley Dickens,Swedish racing driver,engineer racing automobile driver,,Sweden,Stanley
,1952-05-07,Anders Andrén,"Swedish researcher and archaeologist (*1952) ♂; member of Royal Swedish Academy of Letters, History and Antiquities ; child of Carl-Gustaf Andrén and Karin Andrén; spouse of Sanne Houby-Nielsen",researcher archaeologist,,Sweden,Anders
,1952-05-07,Yasuhiko Moriwaki,Japanese judoka,judoka,,Japan,Yasuhiko
,1951-05-07,Leonidha Çuri,Albanian footballer,association football player association football manager,,Albania,
,1951-05-07,John Fleck,American actor,film actor,,United States of America,John
,1951-05-07,Micky Droy,professional footballer,association football player association football manager,,United Kingdom,Micky
,1951-05-07,Raia Prokhovnik,political scientist,,,<some value>,
,1900 1951-05-07,David Bradbury,Australian filmmaker,journalist film director film producer cinematographer,,Australia,David
,1951-05-07,Ian Murray,Canadian politician,politician,member of the House of Commons of Canada,Canada,Ian
,1951-05-07,Dave Adamson,English footballer,association football player,,United Kingdom,Dave
,1951-05-07,Robert F. Vasa,Catholic bishop,Catholic priest,Catholic bishop diocesan bishop,United States of America,Robert
,1951-05-07,Scott Baird,curler,curler,,United States of America,Scott
,1951-05-07,Alan Cocks,English footballer,association football player,,United Kingdom,Alan
,1951-05-07,Magomedkhan Aratsilov,Olympic wrestler,amateur wrestler,,Soviet Union,
,1951-05-07,Harry Williams,Australian soccer player,association football player,,Australia,Harry
,1951-05-07,Jonas Guimarães,Brazilian politician,politician,state deputy of Paraná,Brazil,Jonas
,1951-05-07,Geoffrey Bodenhausen,French chemist,chemist,,France,Geoffrey
,1951-05-07,Carlos Alomar,"Puerto Rican guitarist, composer, and arranger",guitarist composer,,United States of America,Carlos
,1951-05-07,Gerard van Klaveren,Dutch mayor,politician,Dutch mayor,Kingdom of the Netherlands,Gerard
,1951-05-07,Don Phillips,American politician,politician,Member of the Missouri House of Representatives,United States of America,Don
,1951-05-07,Bernat Soria,Spanish Health Minister,physician politician university teacher researcher,minister Member of the Congress of Deputies of Spain,Spain,Bernat
,1951-05-07,Carolyne Roehm,American author and fashion designer,fashion designer socialite,,United States of America,Carolyne
,1951-05-07,André Coupat,French rower,rower,,France,André
,1951-05-07,Ragnar Sør Olsen,singer-songwriter (*1951) ♂,singer-songwriter,,,
,1951-05-07,Meshulam Nahari,Israeli politician,politician Rabbi,Minister without portfolio Knesset member,Israel,Meshulam
,1951-05-07,Nadine Prévost,French hurdler,athletics competitor,,France,Nadine
,1951-05-07,Céleste Lett,French politician,politician pensioner,member of the French National Assembly Mayor of Sarreguemines Q65524138 Q66499694,France,Céleste
,1951-05-07 1951-09-14,Ilir Përnaska,Footballer,association football player,,Albania,
,1951-05-07,Janina Fialkowska,Canadian pianist,pianist,,Canada,Janina
,1951-05-07,Michel Désautels,Canadian writer,radio personality writer journalist novelist,,Canada,Michel
,1951-05-07,Michel Esteban,French businessman and record producer,record producer editor-in-chief businessperson composer,,France,Michel
,1951-05-07,Thom Hartmann,American journalist,radio personality author journalist writer,,United States of America,Thom
,1951-05-07,Rick Veitch,American comic artist,comics artist,,United States of America,Rick
,1951-05-07,Ilya Klebanov,Russian politician,politician,Deputy Chairman of the Government of the Russian Federation,Russia,Ilya
,1951-05-07,Alain Roy,French athlete (*1951) ♂,athlete,,France,Alain
,1951-05-07,Reza Hamzaee,economist (*1951) ♂,economist,,,
,1951-05-07,Dave Phillips,American maze and puzzle designer,puzzle designer,,,Dave
,1951-05-07,Denis Murray,British journalist,journalist,,United Kingdom,Denis
,1951-05-07,Eugene Louis Dodaro,Comptroller General of the United States,politician,Comptroller General of the United States,United States of America,Eugene Louis
,1951-05-07,Gary Westfahl,American academic,literary scholar journalist,,United States of America,Gary
,1951-05-07,Ann Patricia Bowling,British and Irish sociologist,sociologist,,United Kingdom Ireland,Ann
,1951-05-07,Devendrappa,"politician from Karnataka, India",politician,Member of the 17th Lok Sabha,India,
,1951-05-07,Michael T. Gilbert,Comic Book Writer and Artist,cartoonist comics artist,,,Michael
,1951-05-07,Carl-Eric Vanderborght,Belgian field hockey player,field hockey player,,Belgium,
,1951-05-07,Bernie Marsden,British musician,guitarist composer songwriter singer record producer,,England,Bernie
,1951-05-07,Ronald Ringsrud,gemologist,writer,,,Ronald
,1951-05-07,Marc Bouët,(b. 1951),sailor,,France,Marc
,1950-05-07,Bernd Tauber,German actor,stage actor film actor television actor,,Germany,Bernd
,1950-05-07,Kjell Torriset,Norwegian painter,painter,,Norway,Kjell
,1950-05-07,Mario Notaro,Belgian football manager,association football player association football manager,,Belgium,Mario
,1950-05-07,John Coates,Australian sports administrator,solicitor chief executive officer jurist entrepreneur,,Australia,John Dowling
,1950-05-07,Joe Taylor,American football coach,head coach,,United States of America,Joe
,1950-05-07,Myron S. Cohen,American scientist,researcher,,United States of America,Myron
,1950-05-07,Josefa Vicent,Uruguayan sprinter,athletics competitor,,Uruguay,Josefa
,1950-05-07,Moshtaque Ahmad Noori,writer (*1950) ♂,writer,,,
,1950-05-07,Prairie Prince,American musician,musician,,United States of America,
,1950-05-07,Fu Lei,Taiwanese actor,film actor television actor,,,
,1950-05-07,Erroll Bennett,Tahitian footballer,association football player,,France,Erroll
,1950-05-07,Alexander Zemlianichenko,Russian photojournalist,photographer journalist war photographer,,Soviet Union Russia,Aleksandr
,1950-05-07,Fritz Rüegsegger,Swiss long-distance runner (*1950) ♂,long-distance runner,,Switzerland,Fritz
,1950-05-07,Tord Filipsson,Swedish olympic cyclist,sport cyclist,,Sweden,Tord Ingemar
,1950-05-07,Ian Snook,New Zealand cricketer,cricketer,,New Zealand,Ian
,1950-05-07,John Gorman,American radio executive,radio personality author,,United States of America,John
,1950-05-07,Jørgen Thorup,fencer,fencer,,Denmark,Jørgen
,1950-05-07,Kate Walker,British writer,novelist,,United Kingdom,Catherine Mary
,1950-05-07,Oscar Raúl Aguad,politician,politician lawyer,member of the Argentine Chamber of Deputies,Argentina,Oscar
,1950-05-07,Patricia Haddad,American politician,politician teacher,member of the Massachusetts House of Representatives,United States of America,Patricia
,1950-05-07,Philip Lane,British composer,composer musicologist music arranger,,United Kingdom,Philip
,1950-05-07,Randy Matthews,American musician,singer singer-songwriter guitarist,,United States of America,Randy
,1950-05-07,Roger Joslyn,English professional footballer,association football player,,United Kingdom,Roger
,1950-05-07,Sharon Lovelace Blackburn,United States federal judge,lawyer judge,,United States of America,Sharon
,1950-05-07,Hon. Seymour Hector Russell Hale Monro,Scottish army officer,,,,
,1950-05-07,Theo Nüsing,German canoeist,canoeist,,West Germany,Theo
,1950-05-07,Elisabeth Gürtler,Austrian businesswoman,Diplom-Merchant,,Austria,Elisabeth
,1950-05-07,Vladko Panayotov,Bulgarian member of the European Parliament,politician chemist university teacher,member of the European Parliament,Bulgaria,
,1953-12-10,Randall Cobb,American boxer and actor,actor television actor boxer karateka kickboxer film actor,,United States of America,Randall Craig
,1949-05-07,Haruko Tachiiri,Japanese comics creator,mangaka,,Japan,Haruko
,1949-05-07,Nicholas Bennett,British politician,politician,Member of the 50th Parliament of the United Kingdom,United Kingdom,Nicholas
,1951-01-07 1949-05-07,Derek Harker,Canadian former professional ice hockey defenceman,ice hockey player,,Canada,Derek
,1949-05-07,William Lloyd,Australian tennis player,tennis player,,Australia,William Bill
,1949-05-07,Lia Roberts,Romanian diplomat,diplomat politician,,United States of America,Lia
,1949-05-07,Santiago Guerrero Gutiérrez,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Santiago
,1949-05-07,Alan Winstanley,Bishop of Peru and Bolivia from 1988 to 1993,,,,Alan
,1950-05-05 1949-05-07,Googoosh,Iranian singer and actor,actor singer,,Iran United States of America,
,1949-05-07,Kerry Mackay,cricketer,cricketer,,Australia,
,1949-05-07,Antonio Cuevas,Spanish politician,politician,Member of the Congress of Deputies of Spain,Spain,Antonio
,1949-05-07,Faouzi Sebabti,Tunisian handball player,handball player,,Tunisia,Faouzi
,1949-05-07,Marilyn Cole,British model,model Playboy Playmate,,United Kingdom,Marilyn
,1949-05-07,Elsy Rivas,Colombian sprinter,sprinter,,Colombia,
,1949-05-07,Penny Yule,British athlete,athletics competitor,,United Kingdom,Penny
,1949-05-07,Alasdair Whittle,British archaeologist,anthropologist archaeologist,,United Kingdom,Alasdair
,1949-05-07,Marie-George Buffet,French politician,politician minister,member of the French National Assembly member of the regional council of Île-de-France youth sports minister,France,Marie-George
,1949-05-07,Deborah Butterfield,American artist,sculptor,,United States of America,Deborah
,1949-05-07,Del Hall,Canadian ice hockey player,ice hockey player,,Canada,
,1949-05-07,Pierre Sané,Secretary general of Amnesty International,human rights activist politician,Secretary-General of Amnesty International,Senegal,Pierre
,1949-05-07,Benny Alba,American artist,painter,,,
,1949-05-07,Ginny Coppola,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Ginny
,1949-05-07,Jerzy Dziadkowiec,Polish canoeist,canoeist,,Poland,Jerzy
,1949-05-07,Jim Braude,American journalist,radio personality television presenter,,United States of America,Jim
,1949-05-07,Jun Kwang-Woo,South Korean businessman,economist businessperson,,South Korea,Kwang-woo
,1949-05-07,Kathleen Zellner,American lawyer,lawyer,,United States of America,Kathleen
,1949-05-07,Tun Kyaw Nyein,Person (*1949) ♂,,,,
,1949-05-07,Peter Hullah,Bishop of Ramsbury,priest,Bishop of Ramsbury,,Peter
,1949-05-07,Ted Tucker,ice hockey player,ice hockey player,,Canada,Ted
,1949-05-07,Robert A. McKee,American politician,politician,member of the Maryland House of Delegates,United States of America,Robert
,1949-05-07,Stan McGarvey,American football player and coach,coach,,United States of America,Stan
,1949-05-07,Su Thirunavukkarasar,Indian politician,politician,Member of Rajya Sabha Member of the Tamil Nadu Legislative Assembly Member of the 17th Lok Sabha,India,
,1949-05-07,Sándor Boros,Hungarian javelin thrower,javelin thrower,,Hungary,Sándor
,1949-05-07,Walt Hunter,American journalist,journalist,,United States of America,Walt
,1949-05-07,Florian Gerster,German politician,politician economist university teacher,member of the German Bundestag Member of Landtag of Rhineland-Palatinate,Germany,Florian
,1948-05-07,Helen Gamboa,"veteran Filipina actress, singer, and former beauty queen",actor singer,,Philippines,Helen
,1948-05-07,Christian Waber,Swiss politician,politician,Member of the Swiss National Council,Switzerland,Christian
,1948-05-07,Ramesh Shotham,Indian musician,jazz musician percussionist,,India,Ramesh
,1948-05-07,Marty Rhone,"Australian singer-songwriter, actor, talent manager",songwriter television actor,,Australia,Marty
,1948-05-07,Todd Gardenhire,American politician,politician,member of the State Senate of Tennessee member of the Tennessee House of Representatives,United States of America,Todd
,1948-05-07,Marc Agosta,Luxembourgian athlete,athlete,,Luxembourg,Marc
,1948-05-07 2000s,Brian Kennett,"Brian Kennett FRS, Professor of Seismology",seismologist,,,Brian Leslie Norman
,1948-05-07,David Wheadon,Australian rules footballer,Australian rules football player,,Australia,David
,1948-05-07,Han Tha Myint,Myanma politician,politician,,Myanmar,
,1948-05-07,Pete Wingfield,English musician,journalist songwriter record producer singer,,United Kingdom,Pete
,1948-05-07,Traian Cogut,Romanian sports shooter,athlete,,Romania,Traian
,1948-05-07,Jorge Vizcarrondo,Puerto Rican sprinter,sprinter,,,Jorge
,1948-05-07,Odette Duriez,French politician,politician private sector employee,member of the French National Assembly member of the Senate of France Q63758845 Mayor of Cambrin,France,Odette
,1948-05-07,Elsa Fornero,Italian academic and politician,economist university teacher minister politician,Italian Minister of Labour and Social Affairs,Italy,Elsa
,1948-05-07,Pyotr Valentinovich Trusov,Russian physicist,physicist,,Russia,Pyotr
,1948-05-07,Diana Kirschner,American psychologist,psychologist,,United States of America,Diana
,1948-05-07,José Antônio Aparecido Tosi Marques,Archbishop of Fortaleza,Catholic priest,metropolitan bishop Catholic bishop titular bishop auxiliary bishop Catholic archbishop,Brazil,José
,1948-05-07,Mariann Aalda,"American television, stage and film actress",actor stage actor television actor film actor,,United States of America,Mariann
,1948-05-07,Marilyn Churley,Canadian politician,politician,member of the Ontario Provincial Parliament,Canada,Marilyn
,1948-05-07,Megdiin Khoilogdorj,Olympic wrestler,amateur wrestler,,Mongolia,
,1948-05-07,Michael O. Freeman,American politician,politician,member of the State Senate of Minnesota county attorney,United States of America,Michael Orville
,1948-05-07,Nityanand Haldipur,Indian singer,musician composer flautist,,India,
,1948-05-07,Ron Rubin,American bridge player,bridge player,,United States of America,Ron
,1948-05-07,Valery Streltsov,Belarusian football manager,association football player association football manager,,Belarus,Valery
,1948-05-07,Wendy Rose,"American anthropologist, poet, painter",anthropologist poet painter writer,,United States of America,Wendy
,1948-05-07,William Dotzler,American politician,politician,member of the Iowa House of Representatives member of the State Senate of Iowa,United States of America,William
,1948-05-07,Lluís Llach,"Catalan singer, composer and songwriter",singer-songwriter writer politician record producer political activist,Member of the Parliament of Catalonia chairperson,Spain,Lluís
,1947-05-07,Mutsuhiko Maeda,Japanese speed skater,speed skater,,Japan,
,1947-05-07,Martin Brady,Irish politician,politician,Teachta Dála senator of Ireland,Ireland,Martin
,1947-05-07,Jan Młodzikowski,Polish rower,rower,,Poland,Jan
,1947-05-07 1947-05-17,Olivier Rolin,French writer,writer novelist journalist non-fiction writer,,France,Olivier
,1947-05-07,Stepan Wojtko,association football player,association football player,,Soviet Union,Stepan
,1947-05-07,Eva Ben-Zvi,Israeli soprano,singer,,Israel,Eva
,1947-05-07,Joe Ford,American musician,jazz musician saxophonist,,United States of America,Joe
,1947-05-07,Emmanuel Krivine,French conductor,conductor,,France,Emmanuel
,1947-05-07,Maureen Tranter,British sprinter,sprinter,,United Kingdom,Maureen
,1947-05-07,Marouf al-Bakhit,Jordanian politician,politician diplomat,ambassador,Jordan,
,1947-05-07,Numa Sadoul,"French writer, actor, and director",writer theater director stage actor film actor screenwriter,,France,Numa
,1947-05-07,Stefka Evstatieva,Bulgarian singer,singer opera singer,,Bulgaria,Stefka
,1947-05-07,Kiyoshi Niwa,Japanese athletics competitor,athletics competitor,,Japan,
,1947-05-07,Aleksandr Grebnev,Russian footballer,association football player association football manager,,Soviet Union,Aleksandr
,1947-05-07,Dave Hampton,American football player,American football player,,United States of America,Dave
,1947-05-07,Hermann Glaser,German canoeist,canoeist,,West Germany,Hermann
,1947-05-07,Ian McKegney,Canadian ice hockey defenceman,ice hockey player,,Canada,Ian
,1947-05-07,Ian Troop,businessperson,Canadian football player,,United States of America,Ian
,1947-05-07,Antonio de la Cruz,Spanish association football player,association football player association football manager,,Spain,Jesús Antonio
,1947-05-07,Neil O'Keefe,Australian politician,politician school teacher,Member of the Australian House of Representatives,Australia,Neil
,1947-05-07,Pär Hallström,Swedish lawyer,academic,,Sweden,Pär
,1947-05-07,Tom Thomson,Canadian judoka,judoka,,Canada,Tom
,1947-05-07,Arthur Grace,Photojournalist and photographer (*1947) ♂,photojournalist photographer,,,Arthur
,1947-05-07,Gary Herbert,American politician,real estate broker politician,Governor of Utah Lieutenant Governor of Utah,United States of America,Gary Richard
,1946-05-07,Carmen Thomas,"German television presenter, journalist and radio host",television presenter journalist radio personality,,Germany,Carmen
,1946-05-07,Alan Grieco,cyclist,sport cyclist,,United States of America,Alan
,1946-05-07,Marek Lieberberg,music promoter,music promoter,,Germany,Marek
,1946-05-07,Michael Rosen,British children's writer,writer children's writer YouTuber novelist author poet,,United Kingdom,Michael
,1946-05-07,Norman McKenzie,New Zealand cricketer,cricketer,,New Zealand,Norman
,1946-05-07,Thelma Houston,American singer and actor,singer-songwriter composer actor musician singer television actor film actor,,United States of America,Thelma
,1946-05-07,Barry Wakelin,Australian politician,politician farmer businessperson,Member of the Australian House of Representatives,Australia,Barry
,1946-05-07,Bill Danoff,American singer-songwriter,singer songwriter,,United States of America,Bill
,1946-05-07,Bob LePage,Canadian ice hockey player,ice hockey player,,Canada,Bob
,1946-05-07,Brian Turner,English television chef,chef television presenter,,United Kingdom,Brian
,1946-05-07,Sergio Cortopassi,Italian politician,politician,mayor of Pisa,Italy,Sergio
,1946-05-07,Jim Corrigall,Player of American and Canadian football,Canadian football player,,Canada,Jim
,1946-05-07,Ken Koblun,Canadian musician,musician,,Canada,Ken
,1946-05-07,Marián Čalfa,Czech lawyer,politician lawyer,member of the Federal Assembly of Czechoslovakia,Czechoslovakia,Marián
,1946-05-07,Philip Charles MacKenzie,American actor and director,actor television actor television director,,United States of America,Philip
,1946-05-07,Raymond Lesniak,American politician,lawyer politician,member of the New Jersey General Assembly member of the State Senate of New Jersey,United States of America,Raymond
,1946-05-07,Sergei M. Plekhanov,Russian political scientist,political scientist writer,,,Sergey
,1946 1946-05-07,Tolu Ajayi,"Poet, writer",physician poet,,Nigeria,
,1946-05-07,Wayne Walsh,Australian rules footballer,Australian rules football player,,,Wayne
,1946-05-07,Bill Kreutzmann,American musician,musician drummer,,United States of America,Bill
,1946-05-07,Vladimir Bortko,"Soviet and Russian film director, screenwriter and producer",film director screenwriter politician television producer television director film actor producer theater director film producer,member of the State Duma,Soviet Union Russia,Vladimir
,1945-05-07,Robin Strasser,American actress,actor stage actor television actor,,United States of America,Robin
,1945-05-07,Christy Moore,"Irish folk singer, songwriter, and guitarist",singer songwriter musician guitarist,,Ireland,Christy
,1945-05-07,Spencer Wilshire,"Welsh sportsman, former Welsh international lawn and indoor bowler",bowls player,,United Kingdom,
,1945-05-07,Abdullah Mahmud Hendropriyono,Indonesian military person and politician,civil servant,,Indonesia,A.
,1945-05-07,Billy Davis,"US-American politician , member of the State Senate of Arizona (*1945) ♂",politician,member of the State Senate of Arizona,United States of America,Billy
,1945-05-07,Bu-Buakei Jabbi,Sierra Leonean politician,politician,,Sierra Leone,
,1945-05-07,Clifford Crouch,American politician,politician,member of the New York State Assembly,United States of America,Clifford
,1945-05-07,Dewey Warren,American football player,American football player,,United States of America,
,1945-05-07,Don Bowen,Member of South Carolina House of Representatives,politician,member of the South Carolina House of Representatives,United States of America,Don
,1945-05-07,Francisco da Silva,fencer,fencer,,Portugal,Francisco
,1945-05-07,Antoinette Sassou Nguesso,First Ladie of the Republic of the Congo,politician school teacher,First Lady of the Republic of the Congo,Republic of the Congo,Antoinette
,1945-05-07,Trent Kittleman,"politician , member of the Maryland House of Delegates (*1945) ♂",politician,member of the Maryland House of Delegates,,
,1945-05-07,Ewert Ljusberg,Swedish musician and television presenter (*1945) ♂,musician television presenter,,Sweden,
,1945-05-07,Susan Denham,Chief Justice of Ireland,judge chairperson lawyer,Chief Justice of Ireland,Ireland,Susan Mary
,1945-05-07,Urmila Pawar,writer,historian writer,,,
,1944-05-07,István Kovács,Hungarian actor,actor,,Hungary,István
,1944-05-07,Paul Jacques Marie Desfarges,Algerian bishop,Catholic priest,Catholic bishop diocesan bishop Catholic archbishop,France,Paul
,1944-05-07,Janet Howell,Virginia Democrat politician,politician,member of the State Senate of Virginia,United States of America,Janet
,1944-05-07,Richard O'Sullivan,British comedy actor,stage actor film actor television actor,,United Kingdom,Richard
,1944-05-07,Sabina Higgins,"Irish actress, wife of 9th Irish President",actor,,Ireland,Sabina
,1944-05-07,John Steele Gordon,American writer,writer,,United States of America,John Steele
,1944-05-07,Antoine Danchin,French geneticist,biologist bioinformatician geneticist,Director of Research at CNRS,France,Antoine
,1944-05-07,Alison Bauld,Australian composer,writer composer music pedagogue,,Australia,Alison
,1944-05-07,Billy Murphy,American baseball player,baseball player,,United States of America,Billy
,1944-05-07,Dy Saveth,Cambodian actress,actor,,Cambodia,
,1944-05-07,László Gula,Hungarian boxer,athlete,,,
,1944-05-07,Karl Pregl,Austrian ice hockey player,ice hockey player,,Austria,
,1944-05-07,John Galley,professional footballer,association football player,,United Kingdom,John
,1944-05-07,Teodoras Četrauskas,writer and translator,linguist translator,,Lithuania,Teodoras
,1944-06-07,Konrad Zdarsa,Catholic bishop,writer Catholic priest theologian,Catholic bishop diocesan bishop,Germany,Konrad
,1943-05-07,Erv Kanemoto,American motorcycle mechanic,mechanic businessperson,,United States of America,
,1943-05-07,Terry Allen,American conceptual artist and musician,singer painter artist musician songwriter illustrator,,United States of America,Terry
,1943-05-07,Steve Rabson,historian (*1943) ♂,historian,,,Steve
,1943-05-07,Ned Dameron,artist,contemporary artist,,,Ned
,1943-05-07,Walls McCrary,American politician,politician,Member of the Arkansas House of Representatives,United States of America,
,1943-05-07,Noureddine Aman Hassan,Chadian boxer,boxer,,Chad,
,1943-05-07,John Rogers,Australian cricketer born 1943,cricketer,,Australia,John
,1943-05-07,Peter Carey,Australian novelist,writer novelist screenwriter university teacher children's writer,,Australia,Peter
,1943-05-07,Paolo Martin,Italian automobile designer,designer,,Italy,Paolo
,1943-05-07,Finn Wiberg,Danish footballer,association football player,,Denmark,Finn
,1943-05-07,Fränzi Schmidt,Swiss figure skater,figure skater,,Switzerland,Fränzi
,1943-05-07,Harvey Andrews,"English singer, songwriter, and poet",singer,,United Kingdom,Harvey
,1943-05-07,Joe Jackson,American football defensive end,American football player,,United States of America,Joe
,1943-05-07,John Douglas,Australian fencer,fencer,,Australia,John
,1943-05-07,Keith Jenkins,British historian,historian,,,Keith
,1943-05-07,Mimi Alford,American author,writer,,United States of America,Mimi
,1943-05-07 1943-07-05,Teun A. van Dijk,Dutch linguist,linguist professor sociologist,,Kingdom of the Netherlands,Teun
,1943-05-07,Jim Craig,Scottish footballer and manager,association football player association football manager,,United Kingdom,Jim
,1943-05-07 1943,Tadeusz Myslowski,Polish artist,artist printmaker,,Poland United States of America,Tadeusz
,1943-05-07,Tom Lubensky,American physicist,physicist university teacher,,United States of America,Tom
,1943-05-07,Vincent Fang,Hong Kong politician,justice of the peace entrepreneur,justice of the peace,,Vincent
,1942-05-07,Gerhard Polt,German actor and filmmaker,comedian film director screenwriter voice actor writer film actor,,Germany,Gerhard
,1942-05-27 1942-05-07,Max Velmans,British psychologist,psychologist university teacher,,United Kingdom,Max
,1942-05-07,Andy Montañez,Puerto Rican musician,musician singer,,Puerto Rico,Andrés
,1942-05-07,Stan Gustafson,American lawyer and politician,lawyer politician,member of the Iowa House of Representatives,United States of America,Stan
,1942-05-07,Robert L. Selman,American educational psychologist and perspective-taking theorist,psychologist,,United States of America,Robert
,1942-05-07,Jean-Paul Alduy,French politician,politician,Mayor of Perpignan member of the Senate of France municipal councillor general councillor of Pyrénées-Orientales president,France,Jean-Paul
,1942-05-07,Bob Weiss,American basketball player and coach,basketball player basketball coach,,United States of America,Robert
,1942-05-07,Raúl Dome,Venezuelan sprinter,sprinter,,Venezuela,
,1942-05-07,David Demaine,Footballer,association football player,,United Kingdom,David
,1942-05-07,Elliot Koffman,computer scientist,mathematician computer scientist,,United States of America,Elliot
,1942-05-07,Maurice Vaïsse,French historian,university teacher historian,,France,Maurice
,1942-05-07,Christer Ulfbåge,Swedish sports journalist,journalist television presenter,,Sweden,Christer
,1942-05-07,John Flavin,American baseball player,baseball player,,United States of America,John
,1942-05-07,Maria Chaput,Canadian politician,politician,member of the Senate of Canada,Canada,Maria
,1942-05-07,Lyubomir Runtov,Water polo player (*1942) ♂,water polo player,,,
,1942-05-07,Francisco Javier Errázuriz Talavera,Chilean politician,politician businessperson,senator of Chile,Chile,Francisco Francisco Javier
,1942-05-07,Alan Ashton,American businessman,computer scientist university teacher businessperson,,United States of America,Alan
,1941-05-07,Lee de Broux,actor,actor television actor,,United States of America,Lee
,1941-05-07,"Lawrence Collins, Baron Collins of Mapesbury",British judge,politician judge,Justice of the Supreme Court of the United Kingdom Lords of Appeal in Ordinary Lord Justice of Appeal High Court judge Member of the House of Lords Member of the Privy Council of the United Kingdom,United Kingdom,Lawrence
,1941-05-07,Euclides Pereira,BJJ practitioner,mixed martial artist,,Brazil,Euclides
,1941-05-07,Bill Warner,Anerican critic of Islam and former physics professor,writer physicist mathematician conspiracy theorist teacher,,United States of America,Bill
,1941-05-07,Fernando Bernal,Person (*1941) ♂,,,,Fernando
,1941-05-07,Gilbert Mathon,French politician,politician,member of the French National Assembly Q65466405 Q66499575,France,Gilbert
